门店ID,门店名称,省份,城市,城市层级,门店类型,商圈,加盟商ID,加盟商名称,加盟商类型,合作状态,信用等级,签约日期,月份,月营收,堂食营收,外卖营收,订单数,毛利,店面贡献利润,单店净利润,毛利率,店面贡献利润率,堂食占比,外卖占比,人工占比,房租占比,客单价,同侪门店数,城市同店型_营收_P25,城市同店型_营收_中位数,城市同店型_营收_P75,城市同店型_利润率_P25,城市同店型_利润率_中位数,城市同店型_利润率_P75,城市同店型_堂食占比_中位数,营收_对中位数比,利润率_对中位数差,堂食占比_对中位数差,总投资额,累计店面贡献利润,累计回本率,预计完整回本月数,已开业月数,招商承诺回本月数,回本偏离度,回本风险等级,标杆门店标志,本店位置标签,可改进项,总部本月支持
S00327,武汉社区0327店,湖北,武汉,新一线,社区店,社区,F0141,加盟商0141,个体投资人,续约预警,A,2024-05-30,2026-05,18814.290000000005,13579.22,5235.070000000001,212,10112.400000000005,4713.630000000006,3926.6300000000047,0.537485071187911,0.250534567076409,0.721750329138118,0.278249670861882,0.161237548693041,0.091302408966801,88.74665094339625,22,16999.450000000004,18562.460000000006,19903.769999999997,0.241967162013162,0.256941423062249,0.267726404332387,0.686757493647131,1.013566628561085,-0.00640685598584,0.034992835490986,1293061,19714.200000000015,0.015246148480234,262.36134360004445,23,18.0,244.36134360004445,严重,FALSE,中位 ±10%,"运营正常, 继续保持",加强督导 + 专项营销补贴
S00306,沈阳社区0306店,辽宁,沈阳,新一线,社区店,社区,F0128,加盟商0128,区域代理,续约预警,D,2024-06-15,2026-05,16058.759999999998,11210.970000000001,4847.789999999999,209,9156.949999999999,4951.039999999999,4350.34,0.570215259459634,0.308307739825491,0.698121772789431,0.301878227210569,0.147142743275321,0.089228558120303,76.83617224880382,22,16999.450000000004,18562.460000000006,19903.769999999997,0.241967162013162,0.256941423062249,0.267726404332387,0.686757493647131,0.865120248070568,0.051366316763242,0.0113642791423,1110899,24583.11000000003,0.022129023430573,180.75808959891546,23,18.0,162.75808959891546,严重,FALSE,中下 P25-P50,"同侪标杆, 持续优秀!",加强督导 + 专项营销补贴
S00606,贵阳社区0606店,贵州,贵阳,二线,社区店,社区,F0138,加盟商0138,个体投资人,正常合作,B,2021-01-08,2026-03,17843.669999999995,11113.25,6730.420000000001,236,8650.529999999995,3453.4199999999955,2689.9999999999945,0.484795448469961,0.193537540203332,0.622811899121649,0.377188100878351,0.143735565609541,0.11354558787514,75.60877118644065,30,18656.649999999998,20941.44000000001,23701.270000000004,0.201254818113577,0.242761468581209,0.266489631228301,0.690144559473563,0.852074642431465,-0.049223928377876,-0.067332660351914,1087166,13206.779999999999,0.012147896457395,329.27511475166546,64,18.0,311.27511475166546,严重,FALSE,中下 P25-P50,"运营正常, 继续保持",提供品牌活动 + 私域内容 + 督导巡店
S00684,南京社区0684店,江苏,南京,新一线,社区店,社区,F0037,加盟商0037,个体投资人,正常合作,B,2024-08-09,2026-05,17122.28000000001,13463.330000000002,3658.9500000000003,200,10027.16000000001,4798.42000000001,3939.2600000000093,0.585620606601458,0.280244219811848,0.786304744461602,0.213695255538398,0.177295897508977,0.089165111188463,85.61140000000005,22,16999.450000000004,18562.460000000006,19903.769999999997,0.241967162013162,0.256941423062249,0.267726404332387,0.686757493647131,0.922414378266674,0.023302796749599,0.09954725081447,940885,21050.28000000002,0.022372851092323,178.78812063307453,21,18.0,160.78812063307453,严重,FALSE,中位 ±10%,"运营正常, 继续保持",提供品牌活动 + 私域内容 + 督导巡店
S00602,武汉社区0602店,湖北,武汉,新一线,社区店,社区,F0136,加盟商0136,个体投资人,正常合作,B,2024-06-03,2026-05,16015.060000000001,10132.940000000002,5882.120000000001,207,8091.210000000001,4140.020000000001,3384.0599999999995,0.505225081891669,0.258507929411442,0.632713208692318,0.367286791307682,0.130404132110651,0.08067593877263,77.36743961352657,22,16999.450000000004,18562.460000000006,19903.769999999997,0.241967162013162,0.256941423062249,0.267726404332387,0.686757493647131,0.862766034243306,0.001566506349193,-0.054044284954813,826732,21809.910000000003,0.02638087070538,151.62501816834637,23,18.0,133.62501816834637,严重,FALSE,中下 P25-P50,"运营正常, 继续保持",提供品牌活动 + 私域内容 + 督导巡店
S00639,南京街边店0639店,江苏,南京,新一线,社区店,街边店,F0015,加盟商0015,个体投资人,续约预警,B,2023-10-09,2026-05,18442.309999999998,12758.29,5684.0199999999995,237,9985.299999999997,4803.279999999997,3977.439999999997,0.541434343094764,0.260448935084596,0.691794574540825,0.308205425459175,0.134647991493473,0.12337228904622,77.81565400843881,22,16999.450000000004,18562.460000000006,19903.769999999997,0.241967162013162,0.256941423062249,0.267726404332387,0.686757493647131,0.993527258779278,0.003507512022347,0.005037080893694,1180686,21023.42999999999,0.017806114411452,224.6419352122847,31,18.0,206.6419352122847,严重,FALSE,中位 ±10%,"运营正常, 继续保持",加强督导 + 专项营销补贴
S00604,济南社区0604店,山东,济南,二线,社区店,社区,F0137,加盟商0137,餐饮集团子公司,正常合作,A,2021-06-08,2026-03,16461.620000000003,10765.880000000003,5695.740000000002,229,9114.380000000001,4598.540000000001,3868.750000000002,0.553674547219532,0.279349177055478,0.653998816641376,0.346001183358625,0.172534659407762,0.080054089451706,71.8848034934498,30,18656.649999999998,20941.44000000001,23701.270000000004,0.201254818113577,0.242761468581209,0.266489631228301,0.690144559473563,0.786078703279239,0.03658770847427,-0.036145742832188,919901,13250.510000000002,0.014404278286468,277.6952736158834,59,18.0,259.6952736158834,严重,FALSE,中下 P25-P50,"运营正常, 继续保持",提供品牌活动 + 私域内容 + 督导巡店
S00649,珠海社区0649店,广东,珠海,二线,社区店,社区,F0021,加盟商0021,餐饮集团子公司,正常合作,B,2022-01-11,2026-03,21813.92,14925.819999999998,6888.1,239,11421.729999999998,5386.849999999998,4579.439999999999,0.52359823452181,0.246945528359873,0.684233736989959,0.315766263010041,0.144035551611081,0.095346457674732,91.27163179916317,30,18656.649999999998,20941.44000000001,23701.270000000004,0.201254818113577,0.242761468581209,0.266489631228301,0.690144559473563,1.041662846490021,0.004184059778664,-0.005910822483605,1599932,17571.180000000004,0.010982454254306,364.21731494413,52,18.0,346.21731494413,严重,FALSE,中位 ±10%,"运营正常, 继续保持",提供品牌活动 + 私域内容 + 督导巡店
S00623,福州社区0623店,福建,福州,二线,社区店,社区,F0007,加盟商0007,餐饮集团子公司,正常合作,A,2023-09-05,2026-03,21425.969999999998,11915.26,9510.710000000003,228,10809.459999999997,4185.699999999997,3283.269999999997,0.504502713296061,0.195356382931554,0.556112978782291,0.443887021217709,0.15692405057974,0.109787328181641,93.97355263157894,30,18656.649999999998,20941.44000000001,23701.270000000004,0.201254818113577,0.242761468581209,0.266489631228301,0.690144559473563,1.023137377372329,-0.047405085649654,-0.134031580691273,1362505,16184.46999999998,0.01187846650104,336.74380440014454,32,18.0,318.74380440014454,严重,FALSE,中位 ±10%,"堂食占比低于同侪 10pp+, 建议堂食提振专题",提供品牌活动 + 私域内容 + 督导巡店
S00494,常州街边店0494店,江苏,常州,二线,社区店,街边店,F0082,加盟商0082,个体投资人,正常合作,B,2021-06-01,2026-03,27469.770000000008,17749.029999999995,9720.74,260,14068.050000000008,6132.900000000009,4791.170000000009,0.512128423354109,0.223259969049614,0.646129545314722,0.353870454685278,0.149866926443141,0.100070004226464,105.65296153846157,30,18656.649999999998,20941.44000000001,23701.270000000004,0.201254818113577,0.242761468581209,0.266489631228301,0.690144559473563,1.311742172458054,-0.019501499531595,-0.044015014158841,1148214,16741.90000000001,0.014580818558213,274.3330207443598,59,18.0,256.3330207443598,严重,FALSE,中上 P50-P75,"运营正常, 继续保持",提供品牌活动 + 私域内容 + 督导巡店
S00425,长春社区0425店,吉林,长春,二线,社区店,社区,F0047,加盟商0047,区域代理,纠纷处理,B,2023-03-04,2026-03,20941.44000000001,12190.330000000002,8751.11,234,11280.31000000001,5481.590000000011,4527.930000000011,0.538659710124996,0.261758026191131,0.582115174505669,0.417884825494331,0.143989143057975,0.111002872772837,89.49333333333337,30,18656.649999999998,20941.44000000001,23701.270000000004,0.201254818113577,0.242761468581209,0.266489631228301,0.690144559473563,1.0,0.018996557609923,-0.108029384967894,1342260,19055.15000000001,0.014196318149986,281.7631978756398,38,18.0,263.7631978756398,严重,FALSE,中位 ±10%,"堂食占比低于同侪 10pp+, 建议堂食提振专题",专项处理
S00443,南昌社区0443店,江西,南昌,二线,社区店,社区,F0054,加盟商0054,个体投资人,正常合作,C,2023-04-15,2026-03,18057.840000000004,12175.490000000002,5882.3499999999985,249,10012.920000000004,4645.200000000004,3808.4500000000025,0.554491567097726,0.257240068579631,0.674249522645012,0.325750477354988,0.161316082100628,0.098222711021916,72.52144578313255,30,18656.649999999998,20941.44000000001,23701.270000000004,0.201254818113577,0.242761468581209,0.266489631228301,0.690144559473563,0.862301732832126,0.014478599998422,-0.015895036828552,1283966,15314.980000000001,0.011927870364169,335.3490504068565,37,18.0,317.3490504068565,严重,FALSE,中下 P25-P50,"运营正常, 继续保持",提供品牌活动 + 私域内容 + 督导巡店
S00448,杭州社区0448店,浙江,杭州,新一线,社区店,社区,F0056,加盟商0056,个体投资人,正常合作,B,2025-02-28,2026-05,17409.339999999997,10048.51,7360.830000000002,206,9286.909999999996,4660.939999999996,3809.499999999998,0.533444116778695,0.267726404332387,0.577190749333404,0.422809250666596,0.145592538258199,0.093554379430811,84.51135922330096,22,16999.450000000004,18562.460000000006,19903.769999999997,0.241967162013162,0.256941423062249,0.267726404332387,0.686757493647131,0.937878923375457,0.010784981270138,-0.109566744313727,1862767,21109.010000000006,0.01133207212711,352.9804571602362,14,18.0,334.9804571602362,严重,FALSE,中位 ±10%,"堂食占比低于同侪 10pp+, 建议堂食提振专题",提供品牌活动 + 私域内容 + 督导巡店
S00167,温州街边店0167店,浙江,温州,二线,社区店,街边店,F0070,加盟商0070,个体投资人,正常合作,A,2025-06-05,2026-03,18450.880000000005,13070.54,5380.339999999999,260,9906.570000000005,5053.650000000005,4247.110000000006,0.536915854419952,0.273897505159646,0.708396564283113,0.291603435716887,0.143474457586847,0.081945684975459,70.9649230769231,30,18656.649999999998,20941.44000000001,23701.270000000004,0.201254818113577,0.242761468581209,0.266489631228301,0.690144559473563,0.881070260688854,0.031136036578437,0.018252004809549,887228,15573.000000000018,0.017552421699946,227.88878186604995,11,18.0,209.88878186604995,严重,FALSE,中下 P25-P50,"运营正常, 继续保持",提供品牌活动 + 私域内容 + 督导巡店
S00174,厦门社区0174店,福建,厦门,二线,社区店,社区,F0074,加盟商0074,个体投资人,正常合作,D,2021-04-17,2026-03,23938.25999999999,16259.970000000003,7678.290000000003,236,11771.92999999999,4167.549999999988,2957.62999999999,0.491762141442193,0.174095778055715,0.679246110619569,0.320753889380431,0.169562031659778,0.115663377371622,101.43330508474573,30,18656.649999999998,20941.44000000001,23701.270000000004,0.201254818113577,0.242761468581209,0.266489631228301,0.690144559473563,1.143104772164664,-0.068665690525494,-0.010898448853994,1621131,14183.899999999989,0.008749385459904,457.17496598255804,61,18.0,439.17496598255804,严重,FALSE,中上 P50-P75,"运营正常, 继续保持",提供品牌活动 + 私域内容 + 督导巡店
S00183,厦门社区0183店,福建,厦门,二线,社区店,社区,F0078,加盟商0078,区域代理,正常合作,A,2022-11-26,2026-03,20807.140000000007,17098.950000000004,3708.1899999999996,236,11197.980000000007,5309.310000000007,4412.190000000006,0.538179682551278,0.255167697242389,0.821782811092731,0.178217188907269,0.154145644235584,0.098750236697595,88.16584745762715,30,18656.649999999998,20941.44000000001,23701.270000000004,0.201254818113577,0.242761468581209,0.266489631228301,0.690144559473563,0.99358687845726,0.012406228661181,0.131638251619167,1227194,17099.20000000002,0.013933575294534,287.07635444933067,41,18.0,269.07635444933067,严重,FALSE,中位 ±10%,"运营正常, 继续保持",提供品牌活动 + 私域内容 + 督导巡店
S00190,重庆社区0190店,重庆,重庆,新一线,社区店,社区,F0079,加盟商0079,投资公司,正常合作,B,2023-12-02,2026-05,19903.769999999997,12507.240000000003,7396.530000000001,215,10142.899999999998,4744.889999999998,3868.9599999999973,0.509596925607561,0.23839152080234,0.628385476721245,0.371614523278756,0.130533059817311,0.11531433492248,92.57567441860463,22,16999.450000000004,18562.460000000006,19903.769999999997,0.241967162013162,0.256941423062249,0.267726404332387,0.686757493647131,1.072259280289358,-0.018549902259908,-0.058372016925887,1236465,22576.989999999994,0.018259303740907,219.06640344882118,29,18.0,201.06640344882118,严重,FALSE,中位 ±10%,"运营正常, 继续保持",提供品牌活动 + 私域内容 + 督导巡店
S00831,广州购物中心0831店,广东,广州,一线,商场店,购物中心,F0108,加盟商0108,个体投资人,正常合作,B,2021-04-27,2026-05,39441.95,29006.33,10435.62,374,22858.979999999996,1270.2999999999956,-626.2300000000032,0.57956008767315,0.032206825473893,0.735418253914931,0.264581746085069,0.19616930704491,0.32677567919436,105.45975935828876,9,30179.93,31922.910000000007,33822.530000000006,-0.050402027226601,-0.021535331658741,0.027609111441397,0.722364127906766,1.235537424376411,0.053742157132634,0.013054126008165,1046532,4775.539999999978,0.004563204947388,876.5768897339399,60,24.0,852.5768897339399,严重,FALSE,中上 P50-P75,"房租压力大, 建议提升日均营收",提供品牌活动 + 私域内容 + 督导巡店
S00856,上海购物中心0856店,上海,上海,一线,商场店,购物中心,F0121,加盟商0121,区域代理,正常合作,C,2023-06-11,2026-05,29384.269999999997,18336.699999999997,11047.570000000002,371,15053.239999999998,-632.8000000000029,-1785.7999999999993,0.512289058057253,-0.021535331658741,0.624031156806005,0.375968843193995,0.209230993317173,0.294506210295508,79.20288409703504,9,30179.93,31922.910000000007,33822.530000000006,-0.050402027226601,-0.021535331658741,0.027609111441397,0.722364127906766,0.920475921524698,0.0,-0.09833297110076,1647380,3514.809999999985,0.002133575738445,1874.7869728378,35,24.0,1850.7869728378,严重,FALSE,中位 ±10%,"亏损中, 建议联系督导专项支持",提供品牌活动 + 私域内容 + 督导巡店
S01005,深圳购物中心1005店,广东,深圳,一线,商场店,购物中心,F0042,加盟商0042,投资公司,正常合作,C,2024-01-23,2026-05,35794.509999999995,25856.67,9937.840000000002,362,20965.279999999995,2016.5699999999943,290.5399999999936,0.585712166474691,0.056337410401763,0.722364127906766,0.277635872093234,0.182856253654541,0.320517867125434,98.87986187845303,9,30179.93,31922.910000000007,33822.530000000006,-0.050402027226601,-0.021535331658741,0.027609111441397,0.722364127906766,1.121279670305745,0.077872742060504,0.0,955473,4640.720000000004,0.004856987062952,823.5558275440011,27,24.0,799.5558275440011,严重,FALSE,中上 P50-P75,"房租压力大, 建议提升日均营收",提供品牌活动 + 私域内容 + 督导巡店
S00234,广州购物中心0234店,广东,广州,一线,商场店,购物中心,F0092,加盟商0092,区域代理,正常合作,D,2023-12-25,2026-05,29285.329999999994,21199.079999999994,8086.250000000002,361,14845.309999999994,-1476.0400000000063,-2770.2400000000052,0.506919676165507,-0.050402027226601,0.723880523115157,0.276119476884843,0.216023859044785,0.320124444559785,81.1227977839335,9,30179.93,31922.910000000007,33822.530000000006,-0.050402027226601,-0.021535331658741,0.027609111441397,0.722364127906766,0.917376580017297,-0.02886669556786,0.001516395208391,1390540,1509.0899999999856,0.001085254649273,3685.770895042743,28,24.0,3661.770895042743,严重,FALSE,中位 ±10%,"亏损中, 建议联系督导专项支持",提供品牌活动 + 私域内容 + 督导巡店
S00282,广州购物中心0282店,广东,广州,一线,商场店,购物中心,F0117,加盟商0117,个体投资人,正常合作,C,2021-08-18,2026-05,33822.530000000006,25878.940000000013,7943.590000000001,359,19668.030000000006,933.810000000005,-613.3099999999904,0.581506764869453,0.027609111441397,0.765139095153438,0.234860904846562,0.209944377312992,0.314578773379756,94.2131754874652,9,30179.93,31922.910000000007,33822.530000000006,-0.050402027226601,-0.021535331658741,0.027609111441397,0.722364127906766,1.059506479829063,0.049144443100139,0.042774967246672,945266,-787.4500000000053,-8.33045936276E-4,999.0,57,24.0,975.0,严重,FALSE,中位 ±10%,"房租压力大, 建议提升日均营收",提供品牌活动 + 私域内容 + 督导巡店
S00721,广州购物中心0721店,广东,广州,一线,商场店,购物中心,F0056,加盟商0056,个体投资人,正常合作,B,2024-06-07,2026-05,32251.99000000001,21843.010000000006,10408.980000000001,363,16384.89000000001,-786.8599999999897,-2186.339999999993,0.508027256612693,-0.024397254246947,0.67726084498972,0.32273915501028,0.194433273729776,0.296090566814637,88.84845730027551,9,30179.93,31922.910000000007,33822.530000000006,-0.050402027226601,-0.021535331658741,0.027609111441397,0.722364127906766,1.010308584023198,-0.002861922588206,-0.045103282917046,1025966,-813.5200000000141,-7.92930759889E-4,999.0,23,24.0,975.0,严重,FALSE,中位 ±10%,"亏损中, 建议联系督导专项支持",提供品牌活动 + 私域内容 + 督导巡店
S00571,北京购物中心0571店,北京,北京,一线,商场店,购物中心,F0121,加盟商0121,区域代理,正常合作,C,2021-09-27,2026-05,30179.93,18838.059999999998,11341.870000000003,355,15133.04,-1655.5199999999986,-2966.2899999999936,0.501427273025484,-0.054854998006954,0.624191639940848,0.375808360059152,0.204366941871635,0.321211480609796,85.01388732394366,9,30179.93,31922.910000000007,33822.530000000006,-0.050402027226601,-0.021535331658741,0.027609111441397,0.722364127906766,0.945400341009012,-0.033319666348212,-0.098172487965918,1788686,-2938.959999999981,-0.001643083246584,999.0,55,24.0,975.0,严重,FALSE,中位 ±10%,"亏损中, 建议联系督导专项支持",提供品牌活动 + 私域内容 + 督导巡店
S01085,深圳购物中心1085店,广东,深圳,一线,商场店,购物中心,F0086,加盟商0086,投资公司,续约预警,A,2023-04-17,2026-05,31922.910000000007,22556.390000000007,9366.52,376,17043.06000000001,-1647.1599999999926,-3111.499999999989,0.533881779574607,-0.051598052934397,0.706589405539783,0.293410594460217,0.209018225468793,0.334751750388671,84.90135638297875,9,30179.93,31922.910000000007,33822.530000000006,-0.050402027226601,-0.021535331658741,0.027609111441397,0.722364127906766,1.0,-0.030062721275656,-0.015774722366982,947903,-7706.539999999955,-0.008130093480029,999.0,37,24.0,975.0,严重,FALSE,中位 ±10%,"亏损中, 建议联系督导专项支持",加强督导 + 专项营销补贴
S01178,深圳购物中心1178店,广东,深圳,一线,商场店,购物中心,F0132,加盟商0132,区域代理,续约预警,B,2026-02-18,2026-05,31064.019999999993,23547.60999999999,7516.410000000001,367,15875.409999999993,-289.6400000000085,-1390.7700000000114,0.511054589843813,-0.009323970303908,0.758034858334497,0.241965141665502,0.210491752194339,0.287473417799757,84.64310626702995,9,30179.93,31922.910000000007,33822.530000000006,-0.050402027226601,-0.021535331658741,0.027609111441397,0.722364127906766,0.973094871363544,0.012211361354833,0.035670730427732,1558080,1035.2299999999939,6.64426730335E-4,4515.170541811992,3,24.0,4491.170541811992,严重,FALSE,中位 ±10%,"亏损中, 建议联系督导专项支持",加强督导 + 专项营销补贴
S00883,佛山写字楼0883店,广东,佛山,新一线,写字楼店,写字楼,F0133,加盟商0133,个体投资人,正常合作,C,2024-07-27,2026-05,29743.350000000006,20523.65,9219.699999999999,327,15363.680000000004,4139.800000000005,2795.580000000009,0.516541680745444,0.139184052905944,0.690024829079441,0.309975170920559,0.215044707472427,0.135032200475064,90.95825688073397,39,27638.03999999999,29743.350000000006,32329.770000000015,0.123997632383332,0.158760853878149,0.181746520190217,0.693789853727875,1.0,-0.019576800972205,-0.003765024648434,1163436,16888.54999999999,0.014516097146727,275.55616083085897,21,22.0,253.55616083085897,严重,FALSE,中位 ±10%,"运营正常, 继续保持",提供品牌活动 + 私域内容 + 督导巡店
S00918,广州购物中心0918店,广东,广州,一线,外卖卫星店,购物中心,F0004,加盟商0004,个体投资人,正常合作,A,2021-05-16,2026-03,29187.960000000003,4544.24,24643.720000000005,368,11846.380000000005,6364.470000000006,5087.149999999998,0.405865295142244,0.218051210156517,0.155688852526864,0.844311147473136,0.084283382600223,0.084039789008893,79.31510869565219,16,28760.38,33965.43,39143.03,0.17444891097412,0.211323699067304,0.223489559001371,0.148792091940873,0.859343161561623,0.006727511089212,0.006896760585991,656591,18326.049999999992,0.027910906485164,143.31315258880124,60,12.0,131.31315258880124,严重,FALSE,中下 P25-P50,"运营正常, 继续保持",提供品牌活动 + 私域内容 + 督导巡店
S00947,长沙写字楼0947店,湖南,长沙,新一线,学校店,写字楼,F0020,加盟商0020,餐饮集团子公司,纠纷处理,A,2024-04-14,2026-03,33082.88999999999,25241.690000000002,7841.2,410,17132.079999999994,6994.839999999994,5454.749999999993,0.517853186344966,0.211433765308895,0.762983221840656,0.237016778159345,0.148676249263592,0.134584977310023,80.68997560975608,13,27681.129999999986,28454.599999999995,32839.759999999995,0.194126329398705,0.229739304014114,0.250269047887007,0.703086869243486,1.162655247306235,-0.018305538705218,0.05989635259717,676279,23914.540000000008,0.03536194381313,113.11595372522319,25,20.0,93.11595372522319,严重,FALSE,中上 P50-P75,"运营正常, 继续保持",专项处理
S00900,青岛写字楼0900店,山东,青岛,新一线,快取店,写字楼,F0141,加盟商0141,个体投资人,续约预警,A,2024-09-17,2026-03,41211.41,26541.980000000007,14669.430000000002,397,20281.890000000003,10886.060000000003,9280.920000000006,0.492142588666585,0.264151602675084,0.644044452737725,0.355955547262275,0.090942775313924,0.106523654492773,103.80707808564233,66,23760.14,31416.010000000006,36606.54000000001,0.295102097881515,0.323273238719264,0.34197989631727,0.609597450515934,1.31179643754888,-0.059121636044179,0.034447002221791,1039220,32322.98999999999,0.031103125420989,128.60443913140466,20,15.0,113.60443913140466,严重,FALSE,中上 P50-P75,"运营正常, 继续保持",加强督导 + 专项营销补贴
S00926,武汉购物中心0926店,湖北,武汉,新一线,外卖卫星店,购物中心,F0008,加盟商0008,区域代理,关注名单,B,2025-02-04,2026-03,25152.360000000004,3690.52,21461.840000000004,287,9814.990000000005,5284.9200000000055,4116.400000000005,0.390221434489646,0.210116267419837,0.146726589473115,0.853273410526885,0.106624984693285,0.054533650122692,87.63888501742161,38,20235.829999999998,25152.360000000004,30435.629999999994,0.193304809662809,0.222960836894181,0.255298144681014,0.159881273655154,1.0,-0.012844569474344,-0.013154684182039,1638381,17168.540000000023,0.010478966736064,381.7170242781268,15,12.0,369.7170242781268,严重,FALSE,中位 ±10%,"运营正常, 继续保持",高频督导 + 定制运营方案
S00938,沈阳校园0938店,辽宁,沈阳,新一线,学校店,校园,F0014,加盟商0014,个体投资人,正常合作,C,2021-04-22,2026-03,28309.130000000005,19515.149999999998,8793.980000000001,343,14153.640000000005,4833.060000000005,3664.790000000001,0.499967325029063,0.170724427066462,0.689358874681066,0.310641125318934,0.167224496125455,0.134306847296261,82.53390670553937,13,27681.129999999986,28454.599999999995,32839.759999999995,0.194126329398705,0.229739304014114,0.250269047887007,0.703086869243486,0.994887645582788,-0.059014876947651,-0.01372799456242,1327104,20877.80000000001,0.01573184919946,254.26127273946477,60,20.0,234.26127273946477,严重,FALSE,中位 ±10%,"运营正常, 继续保持",提供品牌活动 + 私域内容 + 督导巡店
S00924,苏州CBD0924店,江苏,苏州,新一线,外卖卫星店,CBD,F0006,加盟商0006,个体投资人,正常合作,B,2021-08-08,2026-03,35072.030000000006,4231.670000000002,30840.359999999997,375,15377.390000000007,8885.890000000007,7256.910000000007,0.438451666470404,0.253361154173283,0.120656545971248,0.879343454028751,0.086925108127474,0.069268588102827,93.52541333333335,38,20235.829999999998,25152.360000000004,30435.629999999994,0.193304809662809,0.222960836894181,0.255298144681014,0.159881273655154,1.394383270595682,0.030400317279102,-0.039224727683906,1617236,20105.260000000006,0.012431865231791,321.7538096995512,57,12.0,309.7538096995512,严重,FALSE,中上 P50-P75,"运营正常, 继续保持",提供品牌活动 + 私域内容 + 督导巡店
S00967,武汉CBD0967店,湖北,武汉,新一线,写字楼店,CBD,F0028,加盟商0028,个体投资人,正常合作,C,2022-10-19,2026-05,25387.19,18149.410000000003,7237.780000000001,352,14273.829999999998,5827.639999999998,4710.509999999995,0.562245368628824,0.229550414992758,0.714904248953902,0.285095751046098,0.180483543078222,0.127567485806818,72.12269886363636,39,27638.03999999999,29743.350000000006,32329.770000000015,0.123997632383332,0.158760853878149,0.181746520190217,0.693789853727875,0.853541716047452,0.070789561114609,0.021114395226027,857538,18190.090000000007,0.021211992937922,188.57256890977442,43,22.0,166.57256890977442,严重,FALSE,中下 P25-P50,"同侪标杆, 持续优秀!",提供品牌活动 + 私域内容 + 督导巡店
S00945,杭州写字楼0945店,浙江,杭州,新一线,快取店,写字楼,F0019,加盟商0019,区域代理,纠纷处理,A,2022-04-01,2026-03,40399.41999999999,25797.620000000003,14601.8,403,21946.53999999999,13422.40999999999,11359.739999999994,0.543238987094369,0.332242641107224,0.638564117999714,0.361435882000286,0.080650910334851,0.109702069980213,100.24669975186102,66,23760.14,31416.010000000006,36606.54000000001,0.295102097881515,0.323273238719264,0.34197989631727,0.609597450515934,1.285950061767869,0.00896940238796,0.028966667483781,1096163,33996.159999999996,0.031013781709472,128.97491952032232,49,15.0,113.97491952032232,严重,FALSE,中上 P50-P75,"运营正常, 继续保持",专项处理
S00891,南京社区0891店,江苏,南京,新一线,快取店,社区,F0137,加盟商0137,餐饮集团子公司,正常合作,A,2025-05-03,2026-03,19467.08,11273.19,8193.89,259,9925.430000000002,6657.350000000001,5828.170000000002,0.509857153717969,0.34197989631727,0.579089930282302,0.420910069717698,0.086668365260738,0.05393156035728,75.16247104247105,66,23760.14,31416.010000000006,36606.54000000001,0.295102097881515,0.323273238719264,0.34197989631727,0.609597450515934,0.619654755648473,0.018706657598006,-0.030507520233631,1015543,21845.700000000015,0.021511349100924,185.94835596936684,12,15.0,170.94835596936684,严重,FALSE,尾部 Bottom 25%,"营收低于同侪 30%+, 建议会员拉新+私域引流",提供品牌活动 + 私域内容 + 督导巡店
S00941,苏州购物中心0941店,江苏,苏州,新一线,学校店,购物中心,F0017,加盟商0017,个体投资人,正常合作,B,2021-03-08,2026-03,31727.68999999999,22967.419999999995,8760.269999999999,390,16656.569999999992,6159.179999999992,4889.049999999992,0.524985273116322,0.194126329398705,0.723891969443726,0.276108030556274,0.165332868544795,0.137457533151641,81.35305128205125,13,27681.129999999986,28454.599999999995,32839.759999999995,0.194126329398705,0.229739304014114,0.250269047887007,0.703086869243486,1.115028501542809,-0.035612974615409,0.02080510020024,1305875,18529.999999999978,0.014189719536709,281.89422558014064,62,20.0,261.89422558014064,严重,FALSE,中上 P50-P75,"运营正常, 继续保持",提供品牌活动 + 私域内容 + 督导巡店
S00954,苏州社区0954店,江苏,苏州,新一线,快取店,社区,F0023,加盟商0023,投资公司,正常合作,D,2022-05-23,2026-03,25421.11,14778.420000000002,10642.69,276,12273.199999999999,7106.569999999999,5933.93,0.482795597831881,0.279553882580265,0.581344402349071,0.418655597650929,0.101952668471204,0.070963069669263,92.10547101449275,66,23760.14,31416.010000000006,36606.54000000001,0.295102097881515,0.323273238719264,0.34197989631727,0.609597450515934,0.809176913299938,-0.043719356138999,-0.028253048166862,1167721,25028.420000000013,0.021433561612748,186.62320673857948,47,15.0,171.62320673857948,严重,FALSE,中下 P25-P50,"运营正常, 继续保持",提供品牌活动 + 私域内容 + 督导巡店
S00871,宁波写字楼0871店,浙江,宁波,新一线,写字楼店,写字楼,F0128,加盟商0128,区域代理,续约预警,D,2023-10-18,2026-05,35284.99999999999,28864.279999999995,6420.72,343,20161.399999999994,6294.209999999995,4824.229999999996,0.571387275046053,0.17838203202494,0.81803259175287,0.181967408247131,0.188884511832223,0.165441972509565,102.87172011661805,39,27638.03999999999,29743.350000000006,32329.770000000015,0.123997632383332,0.158760853878149,0.181746520190217,0.693789853727875,1.186315596595541,0.019621178146791,0.124242738024995,789077,17932.030000000006,0.022725323384156,176.0150970079795,31,22.0,154.0150970079795,严重,FALSE,中上 P50-P75,"运营正常, 继续保持",加强督导 + 专项营销补贴
